Country,2016
Afghanistan,211.1
Albania,68.0
Algeria,49.7
Angola,118.5
Antigua and Barbuda,29.9
Argentina,26.6
Armenia,54.8
Australia,8.4
Austria,15.3
Azerbaijan,63.9
Bahamas,19.9
Bahrain,40.1
Bangladesh,149.0
Barbados,31.1
Belarus,60.7
Belgium,15.7
Belize,68.6
Benin,205.0
Bhutan,124.5
Bolivia (Plurinational State of),63.7
Bosnia and Herzegovina,79.8
Botswana,101.3
Brazil,29.9
Brunei Darussalam,13.3
Bulgaria,61.8
Burkina Faso,206.2
Burundi,179.9
Cabo Verde,99.5
Cambodia,149.8
Cameroon,208.1
Canada,7.0
Central African Republic,211.9
Chad,280.1
Chile,25.3
China,112.7
Colombia,37.0
Comoros,172.4
Congo,130.7
Congo (Democratic Republic of the),163.9
Costa Rica,23.3
Croatia,35.5
Cuba,49.5
Cyprus,20.1
Czechia,29.6
Côte d'Ivoire,269.1
Denmark,13.2
Djibouti,159.0
Dominican Republic,43.0
Ecuador,24.5
Egypt,108.9
El Salvador,41.9
Equatorial Guinea,177.7
Eritrea,173.7
Estonia,25.0
Eswatini (Kingdom of),137.0
Ethiopia,144.4
Fiji,99.0
Finland,7.2
France,9.7
Gabon,76.0
Gambia,237.0
Georgia,101.8
Germany,16.0
Ghana,203.8
Greece,27.6
Grenada,45.3
Guatemala,73.8
Guinea,243.3
Guinea-Bissau,214.7
Guyana,107.8
Haiti,184.3
Honduras,60.7
Hungary,38.8
Iceland,8.7
India,184.3
Indonesia,112.4
Iran (Islamic Republic of),50.9
Iraq,75.1
Ireland,11.9
Israel,15.4
Italy,15.0
Jamaica,25.4
Japan,11.9
Jordan,51.2
Kazakhstan,62.7
Kenya,78.1
Kiribati,140.2
Korea (Democratic People's Rep. of),207.2
Korea (Republic of),20.5
Kuwait,103.8
Kyrgyzstan,110.7
Lao People's Democratic Republic,188.5
Latvia,41.3
Lebanon,51.4
Lesotho,177.6
Liberia,170.2
Libya,71.9
Lithuania,34.0
Luxembourg,11.6
Madagascar,159.6
Malawi,115.0
Malaysia,47.4
Maldives,25.6
Mali,209.1
Malta,20.2
Mauritania,169.5
Mauritius,38.3
Mexico,36.7
Micronesia (Federated States of),151.8
Moldova (Republic of),78.3
Mongolia,155.9
Montenegro,78.6
Morocco,49.1
Mozambique,110.0
Myanmar,156.4
Namibia,145.0
Nepal,193.8
Netherlands,13.7
New Zealand,7.2
Nicaragua,55.7
Niger,251.8
Nigeria,307.4
Norway,8.6
Oman,53.9
Pakistan,173.6
Panama,25.8
Papua New Guinea,152.0
Paraguay,57.5
Peru,63.9
Philippines,185.2
Poland,37.9
Portugal,9.8
Qatar,47.4
Romania,59.3
Russian Federation,49.4
Rwanda,121.4
Saint Lucia,30.0
Saint Vincent and the Grenadines,47.6
Samoa,85.0
Sao Tome and Principe,162.4
Saudi Arabia,83.7
Senegal,160.7
Serbia,62.5
Seychelles,49.3
Sierra Leone,324.1
Singapore,25.9
Slovakia,33.5
Slovenia,22.6
Solomon Islands,137.0
Somalia,212.8
South Africa,86.7
South Sudan,165.1
Spain,9.9
Sri Lanka,79.8
Sudan,184.9
Suriname,56.7
Sweden,7.2
Switzerland,10.1
Syrian Arab Republic,75.2
Tajikistan,129.3
Tanzania (United Republic of),139.0
Thailand,61.5
The former Yugoslav Republic of Macedonia,82.2
Timor-Leste,139.8
Togo,249.6
Tonga,73.3
Trinidad and Tobago,38.6
Tunisia,56.1
Turkey,46.6
Turkmenistan,79.3
Uganda,155.7
Ukraine,70.7
United Arab Emirates,54.7
United Kingdom,13.8
United States,13.3
Uruguay,17.5
Uzbekistan,81.1
Vanuatu,135.6
Venezuela (Bolivarian Republic of),34.6
Viet Nam,64.5
Yemen,194.2
Zambia,127.2
Zimbabwe,133.0
