Country,2000,2005,2010,2015,2016
Afghanistan,140.6,44.1,23.2,22.6,30.8
Algeria,0.6,0.3,0.0,0.0,0.0
Angola,240.0,251.1,127.3,123.3,120.3
Argentina,4.7,2.6,0.1,0.0,0.0
Azerbaijan,19.2,2.9,0.6,0.0,0.0
Bangladesh,11.0,11.1,8.7,0.9,0.6
Belize,17.4,15.8,1.4,0.1,0.0
Benin,298.8,411.3,323.2,301.8,297.3
Bhutan,23.8,6.4,1.4,0.1,0.0
Bolivia (Plurinational State of),29.0,16.7,7.2,3.4,2.7
Botswana,79.2,6.9,7.4,1.1,2.4
Brazil,62.8,38.3,19.0,7.5,6.7
Burkina Faso,563.9,526.9,545.2,425.2,423.3
Burundi,442.7,284.3,228.2,158.1,156.2
Cabo Verde,2.5,1.1,0.7,0.1,0.7
Cambodia,152.7,36.1,20.6,13.0,8.9
Cameroon,432.0,520.5,324.8,274.5,271.3
Central African Republic,416.4,433.9,360.7,309.9,311.6
Chad,228.0,242.3,191.2,168.6,167.6
China,0.0,0.1,0.0,0.0,0.0
Colombia,35.7,26.3,24.5,9.5,17.2
Comoros,2003.4,13.5,71.8,2.3,1.8
Congo,323.6,318.8,193.1,206.1,204.7
Congo (Democratic Republic of the),504.3,509.5,446.7,294.8,291.9
Costa Rica,2.7,4.6,0.1,0.0,0.0
Côte d'Ivoire,472.2,506.4,467.1,223.5,223.2
Djibouti,19.4,30.7,4.5,9.7,9.6
Dominican Republic,0.7,2.0,1.7,0.3,0.3
Ecuador,432.4,64.8,6.6,2.0,3.8
El Salvador,1.3,0.1,0.0,0.0,0.0
Equatorial Guinea,301.2,374.6,201.9,242.0,238.8
Eritrea,16.5,8.3,24.6,11.4,17.2
Eswatini (Kingdom of),5.3,1.8,1.6,0.8,1.9
Ethiopia,185.5,269.8,115.9,59.3,53.1
Gabon,324.8,156.2,134.1,207.9,206.2
Gambia,353.0,300.8,256.7,210.2,129.6
Georgia,12.2,8.1,0.0,0.0,0.0
Ghana,408.1,358.3,356.1,286.1,285.6
Guatemala,18.9,11.5,1.4,1.2,0.8
Guinea,413.2,422.0,409.3,384.0,386.5
Guinea-Bissau,345.2,122.3,93.5,73.6,73.0
Guyana,121.8,198.5,110.2,63.2,77.7
Haiti,36.5,36.6,36.6,11.3,13.9
Honduras,21.2,8.5,4.3,1.4,1.7
India,42.1,42.1,32.5,18.3,18.8
Indonesia,14.6,17.4,21.0,9.3,9.2
Iran (Islamic Republic of),58.4,52.7,4.8,0.4,0.2
Iraq,1.2,0.0,0.0,0.0,0.0
Kenya,247.1,158.4,83.0,86.3,85.3
Korea (Democratic People's Rep. of),17.7,2.1,2.5,0.1,0.5
Korea (Republic of),2.5,0.8,0.7,0.4,0.3
Kyrgyzstan,7.2,131.2,1.9,0.0,0.0
Lao People's Democratic Republic,69.8,12.4,15.7,25.4,7.8
Liberia,388.8,384.5,327.7,239.1,237.0
Madagascar,68.1,41.9,46.3,103.6,64.4
Malawi,402.3,315.2,387.2,250.1,249.1
Malaysia,15.7,6.2,5.3,0.2,0.2
Mali,444.0,489.0,372.0,459.8,459.7
Mauritania,103.3,92.9,45.8,72.7,88.5
Mexico,6.5,2.5,0.9,0.4,0.4
Mozambique,482.4,429.3,359.8,309.8,307.8
Myanmar,80.0,79.9,114.1,12.0,7.2
Namibia,96.0,72.8,2.5,14.4,29.3
Nepal,14.3,12.1,9.4,1.3,0.9
Nicaragua,36.9,9.4,0.9,2.8,7.8
Niger,321.3,350.2,413.7,376.4,378.9
Nigeria,444.7,458.5,399.7,351.4,349.6
Pakistan,21.1,19.3,15.2,9.6,10.6
Panama,0.8,2.6,0.3,0.3,0.4
Papua New Guinea,285.4,256.5,194.7,132.0,179.4
Paraguay,71.8,3.6,0.2,0.0,0.0
Peru,23.5,26.3,9.7,19.7,17.8
Philippines,4.9,5.6,1.7,0.6,0.5
Rwanda,201.8,158.5,106.0,298.4,392.7
Sao Tome and Principe,230.7,116.6,15.7,10.5,11.2
Saudi Arabia,7.9,1.1,0.0,0.1,0.2
Senegal,244.7,118.1,101.5,71.6,49.0
Sierra Leone,384.5,385.9,400.5,307.1,303.5
Solomon Islands,655.4,644.6,183.5,67.8,144.8
Somalia,94.9,133.8,30.4,61.2,60.2
South Africa,5.6,2.3,2.2,0.1,1.1
South Sudan,277.4,233.5,175.2,157.5,159.0
Sri Lanka,114.2,0.9,0.3,0.0,0.0
Sudan,75.7,66.6,35.2,35.7,35.3
Suriname,252.9,192.5,34.2,1.5,1.4
Tajikistan,40.0,6.2,0.1,0.0,0.0
Tanzania (United Republic of),372.1,282.3,179.0,143.9,144.2
Thailand,11.8,4.3,4.6,1.1,1.6
Timor-Leste,912.6,1017.4,854.4,0.8,0.9
Togo,418.4,454.4,395.0,361.8,360.4
Turkey,1870.2,317.4,0.0,0.0,0.0
Uganda,472.4,442.1,395.3,189.5,187.2
Uzbekistan,6.0,4.5,0.1,0.0,0.0
Vanuatu,144.9,142.1,62.4,2.5,14.7
Venezuela (Bolivarian Republic of),10.5,13.4,9.1,25.8,44.7
Viet Nam,7.3,1.3,0.7,0.3,0.1
Yemen,30.7,23.3,41.7,24.3,30.5
Zambia,342.1,242.9,159.7,191.5,189.8
Zimbabwe,188.1,188.2,151.6,111.4,77.9
