Country,2017
Afghanistan,2621.1
Albania,12.2
Algeria,4
Andorra,0
Angola,8.3
Antigua and Barbuda,0.1
Argentina,0.1
Armenia,10.8
Australia,0
Austria,0
Azerbaijan,10.3
Bahamas,0.4
Bahrain,0.5
Bangladesh,16.8
Barbados,0.2
Belarus,3.7
Belgium,0.1
Belize,0.1
Benin,0.6
Bhutan,8
Bolivia (Plurinational State of),0.5
Bosnia and Herzegovina,17.7
Botswana,0.3
Brazil,0.9
Brunei Darussalam,0
Bulgaria,0.7
Burkina Faso,2.7
Burundi,439.3
Cabo Verde,0
Cambodia,12.2
Cameroon,11
Canada,0.1
Central African Republic,545.5
Chad,16.3
Chile,0.5
China,207.7
Colombia,76.7
Comoros,0.6
Congo,13.3
Congo (Democratic Republic of the),611.9
Costa Rica,0.2
Croatia,24.9
Cuba,5.3
Cyprus,0
Czechia,1.3
Côte d'Ivoire,40
Denmark,0
Djibouti,1.8
Dominica,0
Dominican Republic,0.4
Ecuador,1.3
Egypt,22.1
El Salvador,25.9
Equatorial Guinea,0.1
Eritrea,464.1
Estonia,0.3
Eswatini (Kingdom of),0.2
Ethiopia,87.5
Fiji,0.7
Finland,0
France,0.1
Gabon,0.2
Gambia,14.6
Georgia,6.5
Germany,0.1
Ghana,17
Greece,0.1
Grenada,0.1
Guatemala,16.3
Guinea,20.3
Guinea-Bissau,1.9
Guyana,0.3
Haiti,28.4
Honduras,14.4
"Hong Kong, China (SAR)",0
Hungary,3.3
Iceland,0
India,7.9
Indonesia,7
Iran (Islamic Republic of),118.3
Iraq,360.6
Ireland,0
Israel,0.5
Italy,0.1
Jamaica,2.2
Japan,0.1
Jordan,2.1
Kazakhstan,2.4
Kenya,7.6
Kiribati,0
Korea (Democratic People's Rep. of),1.2
Korea (Republic of),0.2
Kuwait,1.1
Kyrgyzstan,2.8
Lao People's Democratic Republic,7.1
Latvia,0.2
Lebanon,5.3
Lesotho,0
Liberia,6
Libya,11.2
Lithuania,0.1
Luxembourg,0
Madagascar,0.3
Malawi,0.4
Malaysia,0.5
Maldives,0.1
Mali,150.3
Marshall Islands,0
Mauritania,36.5
Mauritius,0.1
Mexico,11.7
Moldova (Republic of),2.3
Monaco,0
Mongolia,2.2
Montenegro,0.7
Morocco,3.1
Mozambique,0.1
Myanmar,1106.6
Namibia,1.4
Nepal,8.4
Netherlands,0
New Zealand,0
Nicaragua,1.5
Niger,1.4
Nigeria,216
Norway,0
Oman,0
Pakistan,128.9
Palau,0
"Palestine, State of",99.6
Panama,0
Papua New Guinea,0.4
Paraguay,0.1
Peru,2.6
Philippines,0.4
Poland,1.1
Portugal,0
Qatar,0
Romania,1.2
Russian Federation,61.6
Rwanda,259
Saint Kitts and Nevis,0.1
Saint Lucia,1
Saint Vincent and the Grenadines,1.3
Samoa,0
San Marino,0
Sao Tome and Principe,0
Saudi Arabia,1.2
Senegal,26.6
Serbia,35
Seychelles,0
Sierra Leone,4.5
Singapore,0
Slovakia,0.9
Slovenia,0
Solomon Islands,0.1
Somalia,986.4
South Africa,0.5
South Sudan,2439.8
Spain,0
Sri Lanka,115.6
Sudan,691.4
Suriname,0
Sweden,0
Switzerland,0
Syrian Arab Republic,6290.9
Tajikistan,1.4
Tanzania (United Republic of),0.7
Thailand,0.2
The former Yugoslav Republic of Macedonia,1.7
Timor-Leste,0
Togo,8.1
Tonga,0
Trinidad and Tobago,0.3
Tunisia,1.8
Turkey,61.4
Turkmenistan,0.4
Tuvalu,0
Uganda,6.4
Ukraine,139.3
United Arab Emirates,0.1
United Kingdom,0.1
United States,0.3
Uruguay,0
Uzbekistan,3.4
Vanuatu,0
Venezuela (Bolivarian Republic of),9.3
Viet Nam,334.1
Yemen,23.6
Zambia,0.3
Zimbabwe,17.4
