Country,2003-2017
Afghanistan,35
Albania,10
Algeria,3
Angola,30
Armenia,5
Azerbaijan,11
Bangladesh,59
Barbados,11
Belarus,3
Belize,26
Benin,26
Bhutan,26
Bolivia (Plurinational State of),19
Bosnia and Herzegovina,4
Brazil,26
Burkina Faso,52
Burundi,20
Cabo Verde,18
Cambodia,19
Cameroon,31
Central African Republic,68
Chad,67
Colombia,23
Comoros,32
Congo,27
Congo (Democratic Republic of the),37
Costa Rica,21
Cuba,26
Côte d'Ivoire,27
Djibouti,5
Dominican Republic,36
Ecuador,22
Egypt,17
El Salvador,26
Equatorial Guinea,30
Eritrea,41
Eswatini (Kingdom of),5
Ethiopia,40
Gabon,22
Gambia,30
Georgia,14
Ghana,21
Guatemala,30
Guinea,51
Guinea-Bissau,24
Guyana,30
Haiti,18
Honduras,34
India,27
Indonesia,14
Iran (Islamic Republic of),17
Iraq,24
Jamaica,8
Jordan,8
Kazakhstan,7
Kenya,23
Kiribati,20
Kyrgyzstan,12
Lao People's Democratic Republic,35
Lebanon,6
Lesotho,17
Liberia,36
Madagascar,41
Malawi,42
Maldives,4
Mali,52
Marshall Islands,26
Mauritania,37
Mexico,26
Moldova (Republic of),12
Mongolia,5
Montenegro,5
Morocco,16
Mozambique,48
Myanmar,16
Namibia,7
Nauru,27
Nepal,40
Nicaragua,35
Niger,76
Nigeria,44
Pakistan,21
"Palestine, State of",15
Panama,26
Papua New Guinea,21
Paraguay,22
Peru,22
Philippines,15
Qatar,4
Rwanda,7
Saint Lucia,8
Samoa,11
Sao Tome and Principe,35
Senegal,31
Serbia,3
Sierra Leone,39
Solomon Islands,21
Somalia,45
South Africa,6
South Sudan,52
Sri Lanka,12
Sudan,34
Suriname,19
Syrian Arab Republic,13
Tajikistan,12
Tanzania (United Republic of),31
Thailand,23
The former Yugoslav Republic of Macedonia,7
Timor-Leste,19
Togo,22
Tonga,6
Trinidad and Tobago,11
Tunisia,2
Turkey,15
Turkmenistan,6
Tuvalu,10
Uganda,40
Ukraine,9
Uruguay,25
Uzbekistan,7
Vanuatu,21
Viet Nam,11
Yemen,32
Zambia,31
Zimbabwe,32
