1990,72.65438786565547
1991,85.56701030927834
1992,87.11340206185567
1993,87.69329896907216
1994,87.8221649484536
1995,75.97720797720798
1996,81.48148148148148
1997,87.52136752136752
1998,88.85309278350516
1999,89.5618556701031
2000,80.10953447846651
2001,94.45876288659794
2002,94.84536082474227
2003,95.23195876288659
2004,95.8118556701031
2005,80.73260073260073
2006,97.22938144329896
2007,97.16494845360825
2008,97.3582474226804
2009,97.42268041237114
2010,81.48940914158305
2011,80.91642924976259
2012,80.95854301461777
2013,80.85789599808291
2014,80.98290598290598
2015,78.62511052166225
2016,77.31523378582202
2017,74.20451034908866
